Temperature,Reaction rate Au [mol / (m2 s)],Reaction rate Pt [mol / (m2 s)],Reaction rate Rh [mol / (m2 s)]
1526.4264264264264,8.244445245714023e-20,1.3964023185515661e-13,1.4568464783542557e-11
1528.3283283283283,8.272627224387287e-20,1.3765634645597698e-13,1.4281226714231189e-11
1530.2302302302303,8.300835124337114e-20,1.3570547279056532e-13,1.4000321087032514e-11
1532.132132132132,8.329068817693193e-20,1.337869875103671e-13,1.3725594780264234e-11
1534.034034034034,8.357328176864423e-20,1.319002803583995e-13,1.3456898673623066e-11
1535.935935935936,8.385613074539438e-20,1.300447538677354e-13,1.3194087536615202e-11
1537.837837837838,8.413923383687128e-20,1.2821982306752038e-13,1.2937019920264408e-11
1539.7397397397397,8.442258977557146e-20,1.26424915196324e-13,1.2685558051998854e-11
1541.6416416416416,8.470619729680424e-20,1.2465946942262458e-13,1.2439567733619487e-11
1543.5435435435436,8.499005513869626e-20,1.229229365722411e-13,1.219891824225516e-11
1545.4454454454453,8.52741620421963e-20,1.2121477886252222e-13,1.1963482234214827e-11
1547.3473473473473,8.555851675107971e-20,1.1953446964311325e-13,1.1733135651647377e-11
1549.2492492492493,8.584311801195306e-20,1.178814931431285e-13,1.1507757631923755e-11
1551.1511511511512,8.612796457425826e-20,1.1625534422455387e-13,1.1287230419659739e-11
1553.053053053053,8.641305519027693e-20,1.1465552814171931e-13,1.1071439281297286e-11
1554.954954954955,8.66983886151342e-20,1.1308156030667538e-13,1.0860272422168417e-11
1556.856856856857,8.698396360680295e-20,1.1153296606032447e-13,1.065362090596559e-11
1558.7587587587589,8.726977892610731e-20,1.1000928044914673e-13,1.0451378576545471e-11
1560.6606606606606,8.755583333672645e-20,1.085100480073806e-13,1.0253441981995745e-11
1562.5625625625626,8.784212560519864e-20,1.070348225445078e-13,1.0059710300896511e-11
1564.4644644644645,8.812865450092384e-20,1.0558316693791282e-13,9.87008527070989e-12
1566.3663663663663,8.841541879616778e-20,1.0415465293056977e-13,9.684471118233515e-12
1568.2682682682682,8.870241726606481e-20,1.0274886093363546e-13,9.502774492055588e-12
1570.1701701701702,8.898964868862127e-20,1.0136537983381377e-13,9.324904396951344e-12
1572.0720720720722,8.927711184471826e-20,1.0000380680537165e-13,9.150772130162645e-12
1573.973973973974,8.956480551811474e-20,9.866374712668285e-14,8.980291219503585e-12
1575.8758758758759,8.985272849545017e-20,9.734481400118203e-14,8.81337736323751e-12
1577.7777777777778,9.014087956624737e-20,9.604662838261896e-14,8.64994837167262e-12
1579.6796796796796,9.042925752291482e-20,9.476881880449486e-14,8.48992411042414e-12
1581.5815815815815,9.071786116074943e-20,9.351102121357929e-14,8.333226445293244e-12
1583.4834834834835,9.100668927793869e-20,9.227287880739913e-14,8.179779188714854e-12
1585.3853853853855,9.129574067556304e-20,9.105404187559755e-14,8.029508047726658e-12
1587.2872872872872,9.158501415759787e-20,8.985416764506631e-14,7.88234057341478e-12
1589.1891891891892,9.187450853091597e-20,8.867292012875088e-14,7.738206111791368e-12
1591.0910910910911,9.216422260528888e-20,8.750996997803801e-14,7.597035756062217e-12
1592.992992992993,9.245415519338928e-20,8.636499433863119e-14,7.458762300242167e-12
1594.8948948948948,9.274430511079232e-20,8.523767670982949e-14,7.323320194079286e-12
1596.7967967967968,9.303467117597781e-20,8.412770680711622e-14,7.190645499248054e-12
1598.6986986986988,9.332525221033106e-20,8.303478042798274e-14,7.060675846774767e-12
1600.6006006006005,9.361604703814504e-20,8.195859932089644e-14,6.9333503956580926e-12
1602.5025025025025,9.39070544866213e-20,8.089887105733957e-14,6.808609792649856e-12
1604.4044044044044,9.41982733858713e-20,7.985530890683799e-14,6.686396133161527e-12
1606.3063063063064,9.448970256891788e-20,7.882763171490688e-14,6.5666529232633866e-12
1608.2082082082081,9.478134087169586e-20,7.781556378383879e-14,6.4493250427443666e-12
1610.11011011011,9.507318713305367e-20,7.68188347562604e-14,6.334358709200785e-12
1612.012012012012,9.536524019475363e-20,7.58371795013955e-14,6.2217014431246166e-12
1613.9139139139138,9.565749890147304e-20,7.487033800395824e-14,6.111302033961238e-12
1615.8158158158158,9.594996210080517e-20,7.391805525561597e-14,6.003110507108578e-12
1617.7177177177177,9.62426286432594e-20,7.298008114895718e-14,5.897078091830239e-12
1619.6196196196197,9.6535497382262e-20,7.205617037390079e-14,5.7931571900557424e-12
1621.5215215215214,9.682856717415685e-20,7.114608231648629e-14,5.691301346041861e-12
1623.4234234234234,9.71218368782053e-20,7.02495809599878e-14,5.591465216870433e-12
1625.3253253253254,9.741530535658707e-20,6.936643478829156e-14,5.493604543757753e-12
1627.2272272272273,9.77089714744e-20,6.849641669148331e-14,5.397676124152422e-12
1629.129129129129,9.800283409966026e-20,6.763930387358988e-14,5.303637784598538e-12
1631.031031031031,9.829689210330291e-20,6.679487776242182e-14,5.211448354342036e-12
1632.932932932933,9.859114435918103e-20,6.596292392146757e-14,5.121067639658971e-12
1634.8348348348347,9.888558974406639e-20,6.514323196378507e-14,5.032456398884413e-12
1636.7367367367367,9.918022713764869e-20,6.433559546784552e-14,4.945576318122157e-12
1638.6386386386387,9.947505542253575e-20,6.353981189527961e-14,4.86038998761542e-12
1640.5405405405406,9.977007348425296e-20,6.275568251048045e-14,4.776860878759632e-12
1642.4424424424424,1.0006528021124277e-19,6.198301230201807e-14,4.6949533217386855e-12
1644.3443443443443,1.003606744948646e-19,6.122160990582055e-14,4.614632483766924e-12
1646.2462462462463,1.0065625522939385e-19,6.047128753008086e-14,4.535864347919551e-12
1648.148148148148,1.009520213120213e-19,5.97318608818456e-14,4.4586156925344896e-12
1650.05005005005,1.0124797164285294e-19,5.900314909524528e-14,4.382854071169279e-12
1651.951951951952,1.015441051249086e-19,5.82849746613288e-14,4.30854779309763e-12
1653.853853853854,1.0184042066412116e-19,5.757716335945965e-14,4.235665904329691e-12
1655.7557557557557,1.0213691716933592e-19,5.687954419024022e-14,4.164178169141495e-12
1657.6576576576576,1.0243359355230973e-19,5.6191949309923685e-14,4.094055052099068e-12
1659.5595595595596,1.0273044872770924e-19,5.5514213966281744e-14,4.025267700563042e-12
1661.4614614614613,1.0302748161311065e-19,5.484617643589028e-14,3.957787927660366e-12
1663.3633633633633,1.0332469112899778e-19,5.418767796280031e-14,3.891588195709672e-12
1665.2652652652653,1.0362207619876154e-19,5.353856269856145e-14,3.8266416000877535e-12
1667.1671671671672,1.039196357486978e-19,5.289867764356561e-14,3.762921853524427e-12
1669.069069069069,1.0421736870800667e-19,5.2267872589678745e-14,3.700403270814072e-12
1670.970970970971,1.0451527400879086e-19,5.164600006413075e-14,3.639060753931669e-12
1672.872872872873,1.0481335058605402e-19,5.103291527463448e-14,3.578869777542494e-12
1674.7747747747749,1.0511159737769932e-19,5.042847605570306e-14,3.5198063748941153e-12
1676.6766766766766,1.0541001332452764e-19,4.9832542816139025e-14,3.4618471240799952e-12
1678.5785785785786,1.0570859737023638e-19,4.9244978487665835e-14,3.4049691346644294e-12
1680.4804804804805,1.0600734846141702e-19,4.8665648474677616e-14,3.3491500346587935e-12
1682.3823823823823,1.0630626554755374e-19,4.8094420605077386e-14,3.2943679578391344e-12
1684.2842842842842,1.0660534758102144e-19,4.75311650821813e-14,3.2406015313956965e-12
1686.1861861861862,1.0690459351708384e-19,4.697575443766266e-14,3.1878298639051566e-12
1688.0880880880882,1.0720400231389143e-19,4.6428063485510836e-14,3.1360325336167313e-12
1689.98998998999,1.0750357293247963e-19,4.5887969276983327e-14,3.085189577043243e-12
1691.8918918918919,1.0780330433676623e-19,4.5355351056525575e-14,3.035281477848863e-12
1693.7937937937938,1.0810319549354978e-19,4.4830090218637564e-14,2.986289156025353e-12
1695.6956956956956,1.0840324537250705e-19,4.431207026566536e-14,2.9381939573487714e-12
1697.5975975975975,1.0870345294619098e-19,4.380117676649437e-14,2.8909776431089588e-12
1699.4994994994995,1.0900381719002807e-19,4.3297297316127037e-14,2.8446223801043747e-12
1701.4014014014015,1.093043370823163e-19,4.280032149611953e-14,2.799110730894878e-12
1703.3033033033032,1.0960501160422254e-19,4.2310140835862865e-14,2.75442564430548e-12
1705.2052052052052,1.0990583973978023e-19,4.18266487746848e-14,2.7105504461741336e-12
1707.1071071071071,1.102068204758869e-19,4.1349740624757116e-14,2.667468830337061e-12
1709.009009009009,1.10507952802301e-19,4.087931353478694e-14,2.625164849844848e-12
1710.9109109109108,1.108092357116402e-19,4.041526645447592e-14,2.5836229084033076e-12
1712.8128128128128,1.1111066819937808e-19,3.995750009972951e-14,2.5428277520328617e-12
1714.7147147147148,1.114122492638418e-19,3.9505916918598374e-14,2.5027644609405088e-12
1716.6166166166165,1.1171397790620876e-19,3.9060421057936576e-14,2.463418441598674e-12
1718.5185185185185,1.1201585313050464e-19,3.862091833075909e-14,2.4247754190252784e-12
1720.4204204204204,1.1231787394359965e-19,3.8187316184283275e-14,2.386821429259651e-12
1722.3223223223224,1.1262003935520636e-19,3.775952366863931e-14,2.349542812028997e-12
1724.2242242242241,1.1292234837787628e-19,3.7337451406233604e-14,2.3129262036001664e-12
1726.126126126126,1.1322480002699727e-19,3.6921011561750075e-14,2.276958529811953e-12
1728.028028028028,1.135273933207898e-19,3.651011781277756e-14,2.241626999282937e-12
1729.9299299299298,1.1383012728030467e-19,3.610468532104575e-14,2.2069190967901195e-12
1731.8318318318318,1.1413300092941959e-19,3.570463070425733e-14,2.1728225768139133e-12
1733.7337337337337,1.1443601329483576e-19,3.5309872008505644e-14,2.1393254572449944e-12
1735.6356356356357,1.147391634060751e-19,3.492032868125959e-14,2.1064160132486473e-12
1737.5375375375374,1.1504245029547651e-19,3.4535921544907494e-14,2.074082771282429e-12
1739.4394394394394,1.1534587299819327e-19,3.415657277084525e-14,2.0423145032630976e-12
1741.3413413413414,1.1564943055218878e-19,3.378220585409797e-14,2.0111002208788694e-12
1743.2432432432433,1.159531219982342e-19,3.341274558846171e-14,1.9804291700430505e-12
1745.145145145145,1.1625694637990406e-19,3.304811804215488e-14,1.9502908254853994e-12
1747.047047047047,1.165609027435737e-19,3.2688250533967814e-14,1.9206748854775023e-12
1748.948948948949,1.1686499013841525e-19,3.2333071609899575e-14,1.8915712666887054e-12
1750.8508508508507,1.171692076163941e-19,3.198251102027077e-14,1.8629700991690996e-12
1752.7527527527527,1.1747355423226572e-19,3.1636499697302203e-14,1.8348617214562225e-12
1754.6546546546547,1.177780290435718e-19,3.1294969733149364e-14,1.8072366758022388e-12
1756.5565565565566,1.1808263111063647e-19,3.0957854358382207e-14,1.78008570351849e-12
1758.4584584584584,1.1838735949656298e-19,3.0625087920901074e-14,1.7533997404342157e-12
1760.3603603603603,1.1869221326722983e-19,3.029660586527803e-14,1.727169912466578e-12
1762.2622622622623,1.1899719149128701e-19,2.997234471251651e-14,1.7013875312990453e-12
1764.164164164164,1.1930229324015226e-19,2.96522420402173e-14,1.6760440901652855e-12
1766.066066066066,1.1960751758800724e-19,2.933623646314446e-14,1.651131259735844e-12
1767.967967967968,1.199128636117938e-19,2.902426761418108e-14,1.6266408841049425e-12
1769.86986986987,1.2021833039120997e-19,2.8716276125667074e-14,1.6025649768748023e-12
1771.7717717717717,1.2052391700870606e-19,2.8412203611110273e-14,1.5788957173349458e-12
1773.6736736736736,1.2082962254948111e-19,2.811199264726266e-14,1.5556254467340049e-12
1775.5755755755756,1.2113544610147824e-19,2.7815586756555118e-14,1.5327466646417362e-12
1777.4774774774776,1.2144138675538126e-19,2.752293038988077e-14,1.510252025398806e-12
1779.3793793793793,1.2174744360461037e-19,2.7233968909721388e-14,1.4881343346521324e-12
1781.2812812812813,1.2205361574531807e-19,2.6948648573608464e-14,1.4663865459736172e-12
1783.1831831831832,1.2235990227638525e-19,2.6666916517911776e-14,1.4450017575600804e-12
1785.085085085085,1.2266630229941692e-19,2.6388720741949454e-14,1.423973209012347e-12
1786.986986986987,1.2297281491873822e-19,2.6114010092410353e-14,1.4032942781914007e-12
1788.888888888889,1.2327943924139023e-19,2.5842734248085528e-14,1.3829584781497708e-12
1790.7907907907909,1.235861743771255e-19,2.5574843704898423e-14,1.362959454136066e-12
1792.6926926926926,1.238930194384042e-19,2.531028976123061e-14,1.3432909806709301e-12
1794.5945945945946,1.241999735403897e-19,2.504902450353436e-14,1.3239469586924904e-12
1796.4964964964965,1.2450703580094444e-19,2.4791000792227985e-14,1.3049214127696666e-12
1798.3983983983983,1.248142053406252e-19,2.453617224786618e-14,1.2862084883814728e-12
1800.3003003003003,1.2512148128267936e-19,2.4284493237581053e-14,1.267802449260781e-12
1802.2022022022022,1.2542886275304e-19,2.40359188617868e-14,1.249697674800783e-12
1804.1041041041042,1.257363488803221e-19,2.3790404941143402e-14,1.231888657522712e-12
1806.006006006006,1.2604393879581752e-19,2.3547908003773992e-14,1.2143700006031583e-12
1807.9079079079079,1.2635163163349106e-19,2.330838527272907e-14,1.1971364154595353e-12
1809.8098098098098,1.2665942652997587e-19,2.3071794653694595e-14,1.1801827193922687e-12
1811.7117117117118,1.2696732262456882e-19,2.283809472293711e-14,1.163503833282203e-12
1813.6136136136136,1.2727531905922614e-19,2.2607244715481523e-14,1.1470947793419175e-12
1815.5155155155155,1.2758341497855882e-19,2.237920451351691e-14,1.1309506789195634e-12
1817.4174174174175,1.278916095298285e-19,2.2153934635025235e-14,1.1150667503539398e-12
1819.3193193193192,1.2819990186294218e-19,2.1931396222628676e-14,1.0994383068795037e-12
1821.2212212212212,1.2850829113044815e-19,2.1711551032650434e-14,1.0840607545800994e-12
1823.1231231231232,1.288167764875312e-19,2.1494361424385362e-14,1.0689295903901708e-12
1825.0250250250251,1.2912535709200806e-19,2.1279790349575404e-14,1.0540404001423012e-12
1826.9269269269269,1.2943403210432277e-19,2.1067801342086042e-14,1.0393888566599252e-12
1828.8288288288288,1.297428006875421e-19,2.0858358507779208e-14,1.0249707178940898e-12
1830.7307307307308,1.3005166200735053e-19,2.0651426514579334e-14,1.0107818251032068e-12
1832.6326326326325,1.3036061523204608e-19,2.044697058272727e-14,9.96818101074668e-13
1834.5345345345345,1.3066965953253498e-19,2.024495647521979e-14,9.83075548387398e-13
1836.4364364364365,1.3097879408232737e-19,2.00453504884295e-14,9.695502477142334e-13
1838.3383383383384,1.3128801805753253e-19,1.9848119442902355e-14,9.562383561632254e-13
1840.2402402402402,1.3159733063685377e-19,1.9653230674328648e-14,9.431361056568824e-13
1842.1421421421421,1.3190673100158411e-19,1.946065202468412e-14,9.302398013484088e-13
1844.044044044044,1.3221621833560103e-19,1.9270351833537935e-14,9.175458200740983e-13
1845.945945945946,1.32525791825362e-19,1.9082298929523465e-14,9.050506088409233e-13
1847.8478478478478,1.3283545065989914e-19,1.8896462621969423e-14,8.927506833485052e-13
1849.7497497497498,1.3314519403081528e-19,1.8712812692687147e-14,8.806426265446369e-13
1851.6516516516517,1.3345502113227805e-19,1.8531319387912013e-14,8.687230872135356e-13
1853.5535535535535,1.337649311610154e-19,1.8351953410394657e-14,8.569887785960014e-13
1855.4554554554554,1.3407492331631124e-19,1.8174685911639925e-14,8.454364770407699e-13
1857.3573573573574,1.3438499679999938e-19,1.7999488484289847e-14,8.340630206862491e-13
1859.2592592592594,1.3469515081645984e-19,1.7826333154648436e-14,8.22865308171952e-13
1861.161161161161,1.3500538457261266e-19,1.7655192375344744e-14,8.1184029737887e-13
1863.063063063063,1.3531569727791434e-19,1.7486039018132015e-14,8.009850041981243e-13
1864.964964964965,1.3562608814435154e-19,1.7318846366819698e-14,7.902965013272033e-13
1866.8668668668668,1.359365563864367e-19,1.7153588110336346e-14,7.797719170931248e-13
1868.7687687687687,1.3624710122120336e-19,1.6990238335919462e-14,7.694084343018742e-13
1870.6706706706707,1.365577218682004e-19,1.682877152243166e-14,7.592032891134996e-13
1872.5725725725727,1.3686841754948764e-19,1.666916253379895e-14,7.49153769942251e-13
1874.4744744744744,1.371791874896302e-19,1.6511386612569435e-14,7.392572163811695e-13
1876.3763763763764,1.374900309156944e-19,1.6355419373590057e-14,7.295110181505227e-13
1878.2782782782783,1.3780094705724152e-19,1.6201236797799003e-14,7.199126140695535e-13
1880.18018018018,1.3811193514632353e-19,1.604881522613124e-14,7.104594910509728e-13
1882.082082082082,1.3842299441747795e-19,1.5898131353535047e-14,7.011491831176473e-13
1883.983983983984,1.3873412410772215e-19,1.5749162223097972e-14,6.91979270440987e-13
1885.885885885886,1.3904532345654922e-19,1.560188522027864e-14,6.829473784004827e-13
1887.7877877877877,1.3935659170592187e-19,1.545627806724407e-14,6.740511766639361e-13
1889.6896896896897,1.396679281002678e-19,1.531231881730879e-14,6.652883782878615e-13
1891.5915915915916,1.3997933188647468e-19,1.516998584947501e-14,6.566567388375887e-13
1893.4934934934936,1.4029080231388479e-19,1.5029257863071273e-14,6.48154055526649e-13
1895.3953953953953,1.4060233863428971e-19,1.4890113872487585e-14,6.397781663749217e-13
1897.2972972972973,1.4091394010192557e-19,1.475253320200539e-14,6.315269493851577e-13
1899.1991991991993,1.4122560597346749e-19,1.4616495480720642e-14,6.233983217374323e-13
1901.101101101101,1.4153733550802452e-19,1.4481980637557635e-14,6.153902390011141e-13
1903.003003003003,1.418491279671348e-19,1.4348968896372432e-14,6.075006943639097e-13
1904.904904904905,1.4216098261475948e-19,1.4217440771143804e-14,5.997277178776656e-13
1906.806806806807,1.424728987172786e-19,1.4087377061249952e-14,5.920693757204401e-13
1908.7087087087086,1.4278487554348514e-19,1.3958758846829737e-14,5.84523769474544e-13
1910.6106106106106,1.4309691236458002e-19,1.383156748422616e-14,5.77089035420146e-13
1912.5125125125126,1.4340900845416664e-19,1.3705784601511067e-14,5.697633438440879e-13
1914.4144144144143,1.4372116308824618e-19,1.3581392094089284e-14,5.625448983635701e-13
1916.3163163163163,1.4403337554521203e-19,1.3458372120380521e-14,5.554319352643406e-13
1918.2182182182182,1.4434564510584426e-19,1.3336707097577982e-14,5.484227228530881e-13
1920.1201201201202,1.4465797105330484e-19,1.3216379697481586e-14,5.415155608236855e-13
1922.022022022022,1.4497035267313196e-19,1.3097372842404849e-14,5.347087796369721e-13
1923.923923923924,1.4528278925323553e-19,1.2979669701153953e-14,5.280007399137671e-13
1925.8258258258259,1.4559528008389084e-19,1.2863253685077367e-14,5.213898318408324e-13
1927.7277277277278,1.4590782445773389e-19,1.2748108444185061e-14,5.148744745894413e-13
1929.6296296296296,1.4622042166975614e-19,1.2634217863335544e-14,5.084531157463138e-13
1931.5315315315315,1.4653307101729885e-19,1.2521566058489832e-14,5.021242307566116e-13
1933.4334334334335,1.468457718000485e-19,1.2410137373030745e-14,4.95886322378717e-13
1935.3353353353352,1.471585233200305e-19,1.2299916374146708e-14,4.897379201505503e-13
1937.2372372372372,1.4747132488160472e-19,1.2190887849278267e-14,4.836775798671452e-13
1939.1391391391392,1.4778417579145979e-19,1.2083036802626741e-14,4.777038830692211e-13
1941.0410410410411,1.4809707535860782e-19,1.197634845172338e-14,4.718154365425343e-13
1942.9429429429429,1.4841002289437918e-19,1.1870808224057972e-14,4.660108718277299e-13
1944.8448448448448,1.48723017712417e-19,1.176640175376612e-14,4.602888447404831e-13
1946.7467467467468,1.4903605912867223e-19,1.1663114878373636e-14,4.5464803490168864e-13
1948.6486486486485,1.4934914646139762e-19,1.1560933635597187e-14,4.490871452774707e-13
1950.5505505505505,1.4966227903114336e-19,1.1459844260199997e-14,4.4360490172879506e-13
1952.4524524524525,1.4997545616075077e-19,1.1359833180902195e-14,4.3820005257047786e-13
1954.3543543543544,1.5028867717534775e-19,1.126088701734355e-14,4.328713681393675e-13
1956.2562562562562,1.5060194140234269e-19,1.1162992577099067e-14,4.2761764037149656e-13
1958.1581581581581,1.5091524817141996e-19,1.1066136852745154e-14,4.2243768238801386e-13
1960.06006006006,1.512285968145339e-19,1.0970307018976438e-14,4.1733032808969375e-13
1961.961961961962,1.5154198666590374e-19,1.0875490429771657e-14,4.122944317598318e-13
1963.8638638638638,1.5185541706200823e-19,1.0781674615608002e-14,4.073288676753466e-13
1965.7657657657658,1.5216888734158028e-19,1.0688847280722829e-14,4.0243252972589254e-13
1967.6676676676677,1.524823968456018e-19,1.0596996300422124e-14,3.976043310408305e-13
1969.5695695695695,1.527959449172978e-19,1.0506109718434555e-14,3.928432036238539e-13
1971.4714714714714,1.5310953090213176e-19,1.041617574431047e-14,3.8814809799511824e-13
1973.3733733733734,1.534231541477999e-19,1.0327182750864995e-14,3.8351798284072195e-13
1975.2752752752754,1.5373681400422545e-19,1.0239119271664384e-14,3.789518446693353e-13
1977.177177177177,1.540505098235541e-19,1.0151973998554729e-14,3.744486874758677e-13
1979.079079079079,1.5436424096014805e-19,1.0065735779232446e-14,3.700075324119871e-13
1980.980980980981,1.5467800677058104e-19,9.98039361485565e-15,3.6562741746335343e-13
1982.8828828828828,1.5499180661363235e-19,9.895936657695785e-15,3.613073971334256e-13
1984.7847847847847,1.5530563985028235e-19,9.812354208828375e-15,3.5704654213367555e-13
1986.6866866866867,1.5561950584370645e-19,9.729635715862965e-15,3.5284393908010116e-13
1988.5885885885887,1.5593340395926995e-19,9.647770770710676e-15,3.4869869019587817e-13
1990.4904904904904,1.5624733356452267e-19,9.566749107389302e-15,3.4460991302002477e-13
1992.3923923923924,1.5656129402919376e-19,9.486560599864926e-15,3.405767401219446e-13
1994.2942942942943,1.568752847251862e-19,9.407195259929521e-15,3.365983188217311e-13
1996.1961961961963,1.5718930502657138e-19,9.328643235114076e-15,3.3267381091610146e-13
1998.098098098098,1.575033543095837e-19,9.250894806636051e-15,3.2880239240983103e-13
2000.0,1.578174319526154e-19,9.173940387381259e-15,3.249832532525878e-13
